,PCA1,PCA2,predicted_clusters,title,authors,thumbnail
1025,-0.4803272371685064,-0.25139345891408876,0,Slammerkin,Emma Donoghue,http://books.google.com/books/content?id=lBqtXFaePX4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
1026,0.48262892895750115,-0.08046191166468775,0,Blindness,José Saramago;Giovanni Pontiero,http://books.google.com/books/content?id=9ab5g1_ghuQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1027,-0.20791813870541243,-0.3290631431870056,0,All the Names,José Saramago;Margaret Jull Costa,http://books.google.com/books/content?id=2Ln6jSlu0OwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1028,-0.3117904850088393,0.27494634382923155,0,"Poems, New and Collected, 1957-1997",Wislawa Szymborska;Stanisław Barańczak;Clare Cavanagh,http://books.google.com/books/content?id=wt4sO8GUBX8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1029,-0.632924820870089,-0.32241366042437164,0,The Last Life,Claire Messud,http://books.google.com/books/content?id=NBiLmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1030,-0.6537675531472276,-0.27200576831401896,0,The Tale of the Unknown Island,José Saramago,http://books.google.com/books/content?id=LBcvkNqzdCUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1031,-0.2317045850481497,-0.06398759676219966,0,Tales from Margaritaville,Jimmy Buffett,http://books.google.com/books/content?id=x6Z56Md25n4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1032,0.024402985090674487,0.06308577603365366,0,The Cyberiad,Stanislaw Lem,http://books.google.com/books/content?id=kWElP9YZkzQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1033,-0.14230890585926576,0.03359652268643067,0,Four Comedies,Aristophanes;Dudley Fitts,http://books.google.com/books/content?id=Cy_6QwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1034,0.015307329652143452,1.4617268259211966,0,The Common Reader,Virginia Woolf,http://books.google.com/books/content?id=g8JTvQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1035,0.327643455977266,0.2766723617681306,0,A Writer's Diary,Virginia Woolf;Leonard Woolf,http://books.google.com/books/content?id=pn9OzR4AYdsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1036,-0.3041134724224357,0.07991825710265979,0,Women and Writing,Virginia Woolf,http://books.google.com/books/content?id=TfAZjjQKGsoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1037,-0.034259293515732044,-0.06632606599587786,0,The Cave,José Saramago,http://books.google.com/books/content?id=hcXTwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1038,-0.09748759353802736,-0.09614212481851073,0,"Gun, with Occasional Music",Jonathan Lethem,http://books.google.com/books/content?id=AgRevgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1039,0.1296088105857121,0.004627184066952087,0,A Drink Before the War,Dennis Lehane,http://books.google.com/books/content?id=1UQOpInULqUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
1040,0.107524549860249,-0.03822994770610325,0,Baudolino,Umberto Eco,http://books.google.com/books/content?id=VSLOZb6Ff7YC&printsec=frontcover&img=1&zoom=1&source=gbs_api
